filename,path,size_bytes,sha256,role,status
README.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/README.md,2222,f3f2119d2b49780f80a9406763b93f3de7725f793e85eafd738a021b97fa461d,uploaded_archive_or_governance_source,found_for_execution_register
SHA256.txt,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/SHA256.txt,10866,582ff651dabf574b8dbf6a7020ad82fdbab16a4a1b2fdb9cec5fa86ba87421c0,uploaded_archive_or_governance_source,found_for_execution_register
README_PRODUCT_ARTIFACTS.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/assets/img/product-artifacts/README_PRODUCT_ARTIFACTS.md,915,6c3525f76f92aad349d89fe50d1f761a5105a86890c6ca956ff123b1bd8973d6,uploaded_archive_or_governance_source,found_for_execution_register
artifact-map.json,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/assets/img/product-artifacts/artifact-map.json,737,38ff6679f3e6c3e850d1c825aa2676bf6adfeb01b56a9f98f314cacc32ef700d,uploaded_archive_or_governance_source,found_for_execution_register
artwork_manifest.json,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/artwork_manifest.json,3938,42639fe7c0236d071b900957c5444528c5fd139c4f31b562a978bc5fe13fb9c9,uploaded_archive_or_governance_source,found_for_execution_register
business-redesign.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/business-redesign.md,1123,0bd0a81ab2921dad95346133b6ff993db7ec81ea40d9bb2b3e31106b074ce865,uploaded_archive_or_governance_source,found_for_execution_register
continuity-from-previous-work.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/continuity-from-previous-work.md,938,54dee60bee66ca3c5d3baf4494efefae4298e20ab70e24c9a921a0527740b324,uploaded_archive_or_governance_source,found_for_execution_register
day-one-operations.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/day-one-operations.md,903,361e5a0c6353bbbb5923d290ab1b45c8a19bb85a0a855c33d3a5e932aa3e45be,uploaded_archive_or_governance_source,found_for_execution_register
final-alignment.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/final-alignment.md,627,ba2dfd39db87eb827452a3f5b79f4bc50bd2f29d6b19e7c2f762b64f1c3223ca,uploaded_archive_or_governance_source,found_for_execution_register
goldlevel_site_cmode_release_v3.zip,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/legacy_archives/goldlevel_site_cmode_release_v3.zip,63385,c2701f993ba76a58d7e95a57525f0725b3ffb319541578b66287ab6ec0341f85,uploaded_archive_or_governance_source,found_for_execution_register
moment_matter_website_imagery_v2_full_and_merge.zip,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/legacy_archives/moment_matter_website_imagery_v2_full_and_merge.zip,5954968,4c2b88c91df0d50abb8c53e555ab1dc925fa810ebeade3e3c0c228c8733e0537,uploaded_archive_or_governance_source,found_for_execution_register
moment_matter_website_v1.zip,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/legacy_archives/moment_matter_website_v1.zip,48987,ddfdcee390c7e6a4d4f5e812dfedc15a0a8aaf087e3b2a5e1605002c613d9831,uploaded_archive_or_governance_source,found_for_execution_register
shopify-checkout-wiring.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/shopify-checkout-wiring.md,1657,1f348ba264b98f9ad42bf8a125ce6136410c80c84be0d47d4b247e0ae19c3129,uploaded_archive_or_governance_source,found_for_execution_register
00_MASTER_SEQUENCE_IMAGE_CREATOR.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/00_MASTER_SEQUENCE_IMAGE_CREATOR.md,4917,96230f638d17bda00b265d566c5d99c998fd6833a8a0b14d35f14f335c8f245f,uploaded_archive_or_governance_source,found_for_execution_register
01_the_raw_signal.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/01_the_raw_signal.md,1561,b80ff545bccade47160aafdcd4049154401cd740544b15050b22219645f03bbe,uploaded_archive_or_governance_source,found_for_execution_register
02_the_vessel.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/02_the_vessel.md,1449,8d10d8ca72f0af3720790dc1627440ee95d1353b520c3fd2c6c9d53c8b5498bc,uploaded_archive_or_governance_source,found_for_execution_register
03_distillation.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/03_distillation.md,1519,65b18b2ac2fcf0be2d9d1e3b48637fac3fa593f5083d86aaa1f88f003d273dbb,uploaded_archive_or_governance_source,found_for_execution_register
04_testing.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/04_testing.md,1427,3f8e65587883bd079ad4e2c41b7d815c6def6339861eca9bb952d779869ba6a0,uploaded_archive_or_governance_source,found_for_execution_register
05_conversation.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/05_conversation.md,1514,d11c163b3923988c14a8234221c77b226c5525476723bce44c56bfe1acc2d0d1,uploaded_archive_or_governance_source,found_for_execution_register
06_study.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/06_study.md,1475,84930a87f70c0afead7fac9b6252c8857a6b729a73da01e0851006a5f731df69,uploaded_archive_or_governance_source,found_for_execution_register
07_creation.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/07_creation.md,1454,ef98fc884ea745d3e3722adb09b07aa66a5a323ca37b7a51bce6f8fef90144a2,uploaded_archive_or_governance_source,found_for_execution_register
08_destruction.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/08_destruction.md,1421,a2d0b330ac83a52d69bd724beba09a62e2f3c3b277de6b8a667ce1479b51921b,uploaded_archive_or_governance_source,found_for_execution_register
09_projection.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/09_projection.md,1483,9727e3086f7c339a0694a95883779f97edee8906dc4ce77abc91846ae655831c,uploaded_archive_or_governance_source,found_for_execution_register
10_refinement.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/10_refinement.md,1417,713df84bcb4b14d65bee4b3f1ccde2f574b8793e500ae6c6eacbb1a64c611e65,uploaded_archive_or_governance_source,found_for_execution_register
11_nature_and_matter.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/11_nature_and_matter.md,1480,4a891db035dad5f31a6c154ae4028f7cdd23b8353d72d629b2c5e73707cb64a0,uploaded_archive_or_governance_source,found_for_execution_register
12_silence.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/12_silence.md,1447,ead1c2315800992980f197a1d0712ae8667fd26e36cc02b1efc139081c28d79a,uploaded_archive_or_governance_source,found_for_execution_register
99_BATCH_COPY_PASTE_PROMPTS.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/99_BATCH_COPY_PASTE_PROMPTS.md,12582,a4de4d34a504d544e8b065379d260db5f12fc492f74a8090bc6ecea6400c7662,uploaded_archive_or_governance_source,found_for_execution_register
Author_Event_Lessons_Master_SourceVoice_v0_1_4_CREATIVE_PHASE_TRANSITION.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/Author_Event_Lessons_Master_SourceVoice_v0_1_4_CREATIVE_PHASE_TRANSITION.md,78384,ca0973574f8029982605fd3f0675f523faf4e33b1b545c76bf288f6c17200501,uploaded_archive_or_governance_source,found_for_execution_register
LIVED_ALCHEMY_TEXT_OVERLAY_COPY_PASTE_LOCK_v1_0.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/LIVED_ALCHEMY_TEXT_OVERLAY_COPY_PASTE_LOCK_v1_0.md,2133,2cb92873c8c56e18142c0ab22e0c52b3fc61f314b6573cfc95aa917edb9e6d64,uploaded_archive_or_governance_source,found_for_execution_register
LIVED_ALCHEMY_TEXT_OVERLAY_STEP_BY_STEP_ONLY_v1_0.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/LIVED_ALCHEMY_TEXT_OVERLAY_STEP_BY_STEP_ONLY_v1_0.md,21032,59760ebfc644d36f9baa49b61788ceb705c833a5098b14f345e4e7d91bfff30e,uploaded_archive_or_governance_source,found_for_execution_register
LIVED_ALCHEMY_TRANSPARENT_PNG_TEXT_OVERLAY_DRIVER_v1_0.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/LIVED_ALCHEMY_TRANSPARENT_PNG_TEXT_OVERLAY_DRIVER_v1_0.md,51203,dbaff86f264e45dfa3a2245699e798a9168805e61c6b2ac37af68136f2c66693,uploaded_archive_or_governance_source,found_for_execution_register
NEW_WORK_SINGLE_MASTER_EXECUTABLE_v2_1.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/NEW_WORK_SINGLE_MASTER_EXECUTABLE_v2_1.md,179019,777a046a25dce8f782a7e2065dfddc02b1899b3868b75ddabaa09db2d6b2e32e,uploaded_archive_or_governance_source,found_for_execution_register
RETURN_PASSAGE_MONEY_ABUNDANCE_FIRST_SET_MASTER_v1.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/RETURN_PASSAGE_MONEY_ABUNDANCE_FIRST_SET_MASTER_v1.md,7073,ad31aeb54fcfcfb1851fd78b798ccfb68d19606f0e6ccedf2a26db75b5b4bd12,uploaded_archive_or_governance_source,found_for_execution_register
SourceVoice_Literary_Craft_Master_Canonical_v0_1_0.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/source_material/SourceVoice_Literary_Craft_Master_Canonical_v0_1_0.md,336597,3ad4e806d1ccc891b41558684dadae4eb7b24da9c267c6674c042725f663403f,uploaded_archive_or_governance_source,found_for_execution_register
validation-errors.txt,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/validation-errors.txt,110,3bd37fcaf9ba037ee1fcb9214aeeeff29e6e607fd1b5e4b73cece6d536bd1bbb,uploaded_archive_or_governance_source,found_for_execution_register
validation-pass-01-business-alignment.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/validation-pass-01-business-alignment.md,688,47caf4e19be3d3534d89864eae196cc5f734f7a5006d4da13c1c758033ff971b,uploaded_archive_or_governance_source,found_for_execution_register
validation-pass-02-technical-alignment.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/validation-pass-02-technical-alignment.md,711,273a729d45fed95db61131610da44c420ba5c47b6f45f5f6c37020fa20d7c6a3,uploaded_archive_or_governance_source,found_for_execution_register
validation-product-artifact-wiring.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/validation-product-artifact-wiring.md,869,7299d8007b547e547929b3e59bfda7bd4218edc4bb82ea0f1b983ff17ec62c95,uploaded_archive_or_governance_source,found_for_execution_register
validation-public-language-pass.md,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/docs/validation-public-language-pass.md,163,c8e79cef137173d8566724be36139aad1cbd2ba3d24acdde2d5b4e2b0a0e4808,uploaded_archive_or_governance_source,found_for_execution_register
release-manifest.json,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/release-manifest.json,989,a6a0e4d6528e4bbbfe302df70bcd47d08380aaab9e7cc8754a176c740e470e7a,uploaded_archive_or_governance_source,found_for_execution_register
robots.txt,/data/data/com.termux/files/home/GL_HYBRID_OUTPUT_LOCATE_20260501T104454Z/extract_probe/tar_probe/goldlevel_unified_domain_site/moment-matter/robots.txt,44,88316e9923a8aac0da63fedd15ad1367a7ed6b9bbea4724e96c57ed1d66198c5,uploaded_archive_or_governance_source,found_for_execution_register
COMMIT_MESSAGE_GOLDLEVEL_LANDING.txt,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/COMMIT_MESSAGE_GOLDLEVEL_LANDING.txt,279,c268e00bcb160f7133d617530f2831472ab5f7b84227258b5daadb53c5efef53,uploaded_archive_or_governance_source,found_for_execution_register
assets.manifest.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_homepage/assets.manifest.json,116,fdce0998f2ff6068a5875e111964c76101f4e77b76e53f98304555fdaef46c69,uploaded_archive_or_governance_source,found_for_execution_register
registry.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_homepage/registry.json,129,07f8ffcc37703fb14d4c8005be3872629b738552b79ecf498aa51a0910ee65dd,uploaded_archive_or_governance_source,found_for_execution_register
release.status.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_homepage/release.status.json,211,6780fefe45d05b7c3778255b496f240c05fd7af33dab9fff747741a90f4b8b2f,uploaded_archive_or_governance_source,found_for_execution_register
routes.manifest.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_homepage/routes.manifest.json,116,8338712c10b13ef3a1dd11a8c3cff89d39772f0fe22fc96932edfdda0071661b,uploaded_archive_or_governance_source,found_for_execution_register
validation.receipt.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_homepage/validation.receipt.json,148,ef57e5584f7674f6f84766f59cf46a76480311209cbdfc5c304d1e713628673b,uploaded_archive_or_governance_source,found_for_execution_register
assets.manifest.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_landing_route/assets.manifest.json,181,0e39e03648b027d6b078140c663bbfd641393f27b06d98710eff401ad3bf5ab5,uploaded_archive_or_governance_source,found_for_execution_register
registry.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_landing_route/registry.json,169,88ff0069ce124e7cf1e5ec315223b684011c2f9842ff4ff4ef6e05f6c5fcd943,uploaded_archive_or_governance_source,found_for_execution_register
release.status.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_landing_route/release.status.json,78,45cc5eb4790b61480183bcc462dcfae9fca55a11f8877367d1a72343efe08745,uploaded_archive_or_governance_source,found_for_execution_register
routes.manifest.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_landing_route/routes.manifest.json,115,08f0fa58b458cc7b299774ab05af84bfadf22a692083ac20cb240cd217800229,uploaded_archive_or_governance_source,found_for_execution_register
validation.receipt.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/_ops/goldlevel_landing_route/validation.receipt.json,375,5ed6aedc3511101a49ace3d13cf63e69de85609a62ff93f56adea955cee94276,uploaded_archive_or_governance_source,found_for_execution_register
goldlevel.co.uk-2026-05-01_11-52-11.tar.gz,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/archive/goldlevel.co.uk-2026-05-01_11-52-11.tar.gz,67094718,9706f4e00b806ef143c07089e5b773d3dacbbe01bfe747723be2d939e6ca4ce0,uploaded_archive_or_governance_source,found_for_execution_register
README.md,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/goldlevel/README.md,8369,ea5ed3506b18fd3324c5efc986ed2325954554aa32f2c8b3c93d333d4272835e,uploaded_archive_or_governance_source,found_for_execution_register
SHA256.txt,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/goldlevel/SHA256.txt,2099,36062156303d28ccbaf3d57469c137277872af4af5bb4d77f129b030cd67e576,uploaded_archive_or_governance_source,found_for_execution_register
release-manifest.json,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/goldlevel/release-manifest.json,834,644f9e325c84da4fec1560a864c66651273697b67ae4f0eeaae7330b3d0dd0e2,uploaded_archive_or_governance_source,found_for_execution_register
CHATRMD_LEVEL_ROUTE_v0_2_2_EXECUTION_LEDGER.md,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/lifecoachlanding/docs/CHATRMD_LEVEL_ROUTE_v0_2_2_EXECUTION_LEDGER.md,770,26a6f3b143756141c222e4f7d382b85164b739dd7709442ef59cb9f417d912b5,uploaded_archive_or_governance_source,found_for_execution_register
goldlevel_site_cmode_release_v3.zip,/data/data/com.termux/files/home/GL_SITE_ROUTE_BACKUPS/live_root_install_20260501T184350Z/site_root/moment-matter/docs/legacy_archives/goldlevel_site_cmode_release_v3.zip,63385,c2701f993ba76a58d7e95a57525f0725b3ffb319541578b66287ab6ec0341f85,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_CONSTRAINTMEMORY_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_CONSTRAINTMEMORY_CANON_v0.1.txt,6203,bcdfbdc3c66211179ab1c84c08867684660680c253d28dad0dac2ac94c85e238,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_CROWNVERSIONING_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_CROWNVERSIONING_CANON_v0.1.txt,4695,ae7d2a07f6514002a6836752dcfd64278b386616a296a6da82ecb4c3f55f701c,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_DIMENSION_INDEX_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_DIMENSION_INDEX_CANON_v0.1.txt,2387,6a5db21539ecece5c05e98fa497d8ca80bd169b98f7cb32bc7984abade514200,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_DIMENSION_INDEX_IX_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_DIMENSION_INDEX_IX_CANON_v0.1.txt,1253,d914e15db0eb2f3b90bd2225bd2a43de08fc15ffcdd857a178233ca0a03627f0,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_DIMENSION_INDEX_VIII_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_DIMENSION_INDEX_VIII_CANON_v0.1.txt,1341,924fc1b92f30a6102e011d61de1e7e6a7ef8575c0d21b880ef4243e0f0d8471b,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_DIMENSION_INDEX_VII_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_DIMENSION_INDEX_VII_CANON_v0.1.txt,1641,d0e8f0b79ac083259b9e726d3e966450d96e4efbd2b17b0c78b910f6093dae47,uploaded_archive_or_governance_source,found_for_execution_register
GOLDLEVEL_DIMENSION_INDEX_VI_CANON_v0.1.txt,/data/data/com.termux/files/home/GOLDBRAIN/DOCS/GOLDLEVEL_DIMENSION_INDEX_VI_CANON_v0.1.txt,1143,9b9f1fdf29f88e972cedea6946e6143b33aaea991e9643a88086b7c3c758e463,uploaded_archive_or_governance_source,found_for_execution_register
